accident_index;accident_year;accident_reference;location_easting_osgr;location_northing_osgr;X;Y;police_force;accident_severity;number_of_vehicles;number_of_casualties;date;day_of_week;time;local_authority_district;local_authority_ons_district;local_authority_highway;first_road_class;first_road_number;road_type;speed_limit;junction_detail;junction_control;second_road_class;second_road_number;pedestrian_crossing_human_control;pedestrian_crossing_physical_facilities;light_conditions;weather_conditions;road_surface_conditions;special_conditions_at_site;carriageway_hazards;urban_or_rural_area;did_police_officer_attend_scene_of_accident;trunk_road_flag;lsoa_of_accident_location;tranche_horaire;week_number
2.02E+12;2020;10275535;533743;174270;-0.076599;51.451626;1;3;2;1;23/10/2020;6;23:02:00;8;E09000028;E09000028;3;2216;3;30;3;1;6;0;0;0;4;1;1;0;0;1;1;2;E01004072;11;43
2.02E+12;2020;10275708;535959;199760;-0.034875;51.680157;1;3;1;2;23/10/2020;6;23:22:00;32;E09000010;E09000010;3;105;9;30;6;2;3;1010;9;5;4;1;1;9;0;1;3;2;E01001552;11;43
2.02E+12;2020;10275540;526253;182619;-0.181349;51.528378;1;3;2;1;24/10/2020;7;01:00:00;1;E09000033;E09000033;3;5;6;30;6;2;5;0;0;4;4;1;1;0;0;1;1;2;E01004726;0;43
2.02E+12;2020;10275543;547392;174387;0.119743;51.449292;1;3;1;2;24/10/2020;7;02:25:00;18;E09000004;E09000004;3;2;3;50;5;4;6;0;0;0;4;1;2;4;2;1;1;2;E01000352;1;43
2.02E+12;2020;10277017;524698;178752;-0.205121;51.49397;1;3;2;1;24/10/2020;7;03:17:00;11;E09000013;E09000013;6;0;2;20;3;4;6;0;0;8;7;1;1;0;0;1;3;2;E01001870;1;43
2.02E+12;2020;10275561;533762;180677;-0.073901;51.509199;1;3;3;2;24/10/2020;7;07:30:00;5;E09000030;E09000030;3;100;6;20;3;2;3;100;0;4;1;1;1;0;0;1;1;2;E01004293;3;43
2.02E+12;2020;10275560;553328;182313;0.208541;51.518932;1;3;2;2;24/10/2020;7;08:34:00;15;E09000016;E09000016;3;1306;6;40;3;4;6;0;0;4;1;1;2;0;0;1;1;2;E01002344;4;43
2.02E+12;2020;10275634;542751;184194;0.056965;51.538604;1;3;1;1;24/10/2020;7;08:50:00;17;E09000025;E09000025;6;0;3;30;6;4;6;0;0;0;1;1;1;0;0;1;1;2;E01003627;4;43
2.02E+12;2020;10275563;534893;170773;-0.061389;51.419927;1;3;2;1;24/10/2020;7;09:00:00;19;E09000006;E09000006;3;234;6;30;3;4;5;0;9;9;1;1;1;0;0;1;3;2;E01000745;4;43
2.02E+12;2020;10275718;521176;186128;-0.253293;51.561026;1;3;2;1;24/10/2020;7;09:30:00;28;E09000005;E09000005;3;406;6;30;99;9;6;0;9;9;1;2;1;9;0;1;3;2;E01000627;4;43
2.02E+12;2020;10275588;528793;163844;-0.151579;51.359074;1;3;1;1;24/10/2020;7;09:52:00;21;E09000029;E09000029;6;0;6;20;3;4;6;0;0;8;1;1;1;0;0;1;1;2;E01004177;4;43
2.02E+12;2020;10275564;532803;188054;-0.084931;51.575718;1;3;2;1;24/10/2020;7;09:55:00;31;E09000014;E09000014;3;503;6;20;6;4;6;0;0;0;1;1;1;0;0;1;1;2;E01002056;4;43
2.02E+12;2020;10275580;507806;181596;-0.447478;51.523002;1;3;2;2;24/10/2020;7;10:47:00;26;E09000017;E09000017;4;465;6;30;6;2;3;437;0;5;1;1;1;0;0;1;1;2;E01002409;5;43
2.02E+12;2020;10289197;537324;174931;-0.024839;51.456709;1;3;2;1;24/10/2020;7;11:54:00;7;E09000023;E09000023;5;0;6;20;0;-1;0;-1;0;0;1;1;1;0;0;1;3;2;E01003274;5;43
2.02E+12;2020;10275597;528023;178235;-0.157438;51.488581;1;3;2;3;24/10/2020;7;12:07:00;12;E09000020;E09000020;6;0;6;30;6;2;4;302;0;4;1;1;1;0;0;1;1;2;E01002902;6;43
2.02E+12;2020;10275596;530947;175709;-0.116282;51.465212;1;3;2;1;24/10/2020;7;12:11:00;9;E09000022;E09000022;6;0;2;20;3;4;6;0;0;0;1;1;1;0;2;1;1;2;E01003061;6;43
2.02E+12;2020;10276128;534898;184981;-0.055894;51.547606;1;3;2;1;24/10/2020;7;12:30:00;4;E09000012;E09000012;3;107;6;20;99;9;6;0;0;0;1;1;1;0;0;1;3;2;E01001760;6;43
2.02E+12;2020;10275591;541468;177774;0.035904;51.481237;1;3;2;1;24/10/2020;7;12:37:00;6;E09000011;E09000011;4;210;6;30;5;4;5;0;0;1;1;1;1;0;0;1;1;2;E01001591;6;43
2.02E+12;2020;10275628;532124;165484;-0.103156;51.373049;1;3;1;4;24/10/2020;7;12:37:00;20;E09000008;E09000008;6;0;2;20;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01001042;6;43
2.02E+12;2020;10275598;548357;177454;0.134907;51.476599;1;3;2;1;24/10/2020;7;12:58:00;18;E09000004;E09000004;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;2;E01000421;6;43
2.02E+12;2020;10275937;538990;176656;-0.000198;51.471805;1;2;2;2;24/10/2020;7;13:15:00;7;E09000023;E09000023;3;2;6;30;3;4;4;210;0;8;1;1;1;0;0;1;1;2;E01003200;6;43
2.02E+12;2020;10275609;514762;189179;-0.344785;51.589787;1;3;2;1;24/10/2020;7;13:30:00;29;E09000015;E09000015;6;0;6;30;9;4;5;0;0;0;1;1;1;0;0;1;1;2;E01002164;6;43
2.02E+12;2020;10275675;529534;188977;-0.131737;51.584773;1;3;2;1;24/10/2020;7;13:30:00;31;E09000014;E09000014;3;1201;6;30;9;4;6;0;0;0;1;2;2;0;0;1;1;2;E01002019;6;43
2.02E+12;2020;10275739;525226;176422;-0.198344;51.472913;1;3;2;1;24/10/2020;7;13:38:00;11;E09000013;E09000013;3;308;6;30;3;4;6;0;0;9;1;9;9;0;0;1;3;2;E01001925;6;43
2.02E+12;2020;10275781;531072;175801;-0.114449;51.466009;1;3;2;1;24/10/2020;7;13:53:00;9;E09000022;E09000022;3;203;2;20;99;9;6;0;0;5;1;2;2;0;0;1;3;2;E01003061;6;43
2.02E+12;2020;10276161;533693;181876;-0.07444;51.51999;1;3;2;1;24/10/2020;7;14:00:00;5;E09000030;E09000030;3;1202;6;20;0;-1;0;-1;9;9;1;1;1;0;0;1;3;2;E01004307;7;43
2.02E+12;2020;10275811;529853;171504;-0.133563;51.427673;1;3;2;2;24/10/2020;7;14:10:00;9;E09000022;E09000022;3;216;2;20;6;2;5;0;9;0;1;1;1;0;0;1;3;2;E01003119;7;43
2.02E+12;2020;10275606;527664;171235;-0.165129;51.425752;1;3;2;1;24/10/2020;7;14:15:00;10;E09000032;E09000032;3;217;6;30;3;4;5;0;0;0;1;2;2;0;0;1;1;2;E01004525;7;43
2.02E+12;2020;10275832;530483;175076;-0.123191;51.45963;1;3;2;1;24/10/2020;7;14:20:00;9;E09000022;E09000022;3;2217;6;20;0;-1;0;-1;0;0;1;8;2;0;0;1;1;2;E01003058;7;43
2.02E+12;2020;10275682;532303;174767;-0.097124;51.456431;1;3;2;1;24/10/2020;7;14:40:00;9;E09000028;E09000028;3;215;6;20;0;-1;0;-1;0;0;1;2;2;0;0;1;1;2;E01004073;7;43
2.02E+12;2020;10275747;521915;180097;-0.244725;51.506664;1;2;4;3;24/10/2020;7;15:10:00;11;E09000013;E09000013;3;4020;3;30;6;2;4;408;0;5;1;2;2;0;0;1;1;2;E01001861;7;43
2.02E+12;2020;10275673;530852;168329;-0.120372;51.398911;1;3;3;1;24/10/2020;7;15:20:00;20;E09000008;E09000008;6;0;6;20;6;4;6;0;0;0;1;2;2;0;0;1;1;2;E01001182;7;43
2.02E+12;2020;10275685;556392;187689;0.255052;51.566394;1;3;2;1;24/10/2020;7;16:10:00;15;E09000016;E09000016;5;0;6;30;3;4;6;0;0;1;1;2;2;0;0;1;1;2;E01002253;8;43
2.02E+12;2020;10282425;529699;175449;-0.134333;51.463162;1;3;2;1;24/10/2020;7;16:15:00;9;E09000022;E09000022;3;3;3;20;3;2;6;0;0;5;1;1;2;0;0;1;3;2;E01003035;8;43
2.02E+12;2020;10275822;543312;188416;0.066768;51.576399;1;3;2;1;24/10/2020;7;18:30:00;14;E09000026;E09000026;3;12;1;40;1;2;3;123;9;5;4;5;5;0;0;1;3;2;E01003690;9;43
2.02E+12;2020;10275911;531523;184812;-0.104602;51.546884;1;3;2;1;24/10/2020;7;18:30:00;3;E09000019;E09000019;3;1;6;20;8;9;6;0;0;0;7;2;2;0;0;1;3;2;E01002795;9;43
2.02E+12;2020;10275612;524670;168610;-0.209093;51.402826;1;3;1;1;24/10/2020;7;18:35:00;22;E09000024;E09000024;4;286;3;20;3;1;6;0;2;4;4;5;2;0;1;1;1;2;E01003361;9;43
2.02E+12;2020;10275681;531306;188734;-0.106267;51.58218;1;3;2;2;24/10/2020;7;18:35:00;31;E09000014;E09000014;4;138;6;20;3;4;6;0;0;0;4;2;2;0;0;1;1;2;E01002000;9;43
2.02E+12;2020;10275672;534691;180728;-0.060503;51.509437;1;3;2;1;24/10/2020;7;18:40:00;5;E09000030;E09000030;3;1203;6;30;3;2;4;108;0;5;4;2;2;0;0;1;1;2;E01004294;9;43
2.02E+12;2020;10275754;516676;174453;-0.322041;51.457041;1;3;2;1;24/10/2020;7;18:45:00;24;E09000027;E09000027;3;316;6;20;1;4;3;3004;9;9;7;2;2;0;0;1;3;2;E01003872;9;43
2.02E+12;2020;10277262;520927;177096;-0.259981;51.479904;1;3;2;1;24/10/2020;7;18:54:00;25;E09000018;E09000018;5;0;6;20;3;4;3;316;0;0;7;2;2;0;0;1;3;2;E01002572;9;43
2.02E+12;2020;10277841;533382;180018;-0.079622;51.503367;1;2;1;1;24/10/2020;7;18:55:00;8;E09000028;E09000028;3;200;6;30;3;2;3;2207;9;9;4;2;2;9;9;1;3;2;E01004027;9;43
2.02E+12;2020;10275920;531735;177156;-0.104406;51.478033;1;3;2;1;24/10/2020;7;19:20:00;9;E09000022;E09000022;5;0;6;20;0;-1;0;-1;9;9;4;5;2;0;0;1;3;2;E01003183;9;43
2.02E+12;2020;10275658;517031;192304;-0.311004;51.617407;1;2;1;1;24/10/2020;7;19:30:00;29;E09000015;E09000015;3;410;6;20;3;2;3;4140;0;4;5;2;2;0;0;1;3;2;E01002226;9;43
2.02E+12;2020;10275666;542784;182753;0.056857;51.525647;1;3;2;1;24/10/2020;7;19:30:00;17;E09000025;E09000025;3;117;6;30;3;4;6;0;0;1;7;5;2;0;0;1;1;2;E01003542;9;43
2.02E+12;2020;10276137;536990;177000;-0.028842;51.475383;1;3;2;1;24/10/2020;7;19:40:00;7;E09000023;E09000023;3;2;6;30;3;2;4;218;0;5;7;2;2;0;0;1;3;2;E01003303;9;43
2.02E+12;2020;10275664;521590;180094;-0.249407;51.506707;1;3;2;1;24/10/2020;7;20:05:00;27;E09000009;E09000009;3;4020;6;20;3;4;6;0;0;0;4;2;2;0;0;1;1;2;E01001245;10;43
2.02E+12;2020;10275674;531024;175195;-0.115364;51.460575;1;3;2;1;24/10/2020;7;20:10:00;9;E09000022;E09000022;3;204;3;30;7;2;3;23;0;4;4;2;2;0;0;1;1;2;E01003050;10;43
2.02E+12;2020;10275821;533555;185288;-0.075134;51.550684;1;3;2;1;24/10/2020;7;20:10:00;4;E09000012;E09000012;3;10;6;20;6;2;5;0;9;5;7;5;2;0;0;1;3;2;E01001747;10;43
2.02E+12;2020;10275684;538358;186106;-0.005584;51.556879;1;3;1;1;24/10/2020;7;20:15:00;13;E09000031;E09000031;3;12;3;50;0;-1;0;-1;0;0;4;2;2;0;0;1;1;2;E01004336;10;43
2.02E+12;2020;10275780;515671;181200;-0.334291;51.517888;1;3;2;1;24/10/2020;7;20:32:00;27;E09000009;E09000009;6;0;6;20;6;4;6;0;0;0;4;2;2;0;0;1;1;2;E01001286;10;43
2.02E+12;2020;10275683;533262;183189;-0.080152;51.531891;1;3;2;1;24/10/2020;7;20:37:00;4;E09000012;E09000012;6;0;6;20;9;4;6;0;0;0;4;2;2;0;0;1;1;2;E01001777;10;43
2.02E+12;2020;10275680;528824;181659;-0.144657;51.519171;1;3;2;1;24/10/2020;7;20:40:00;1;E09000033;E09000033;6;0;6;20;6;2;3;4201;0;0;4;5;2;0;0;1;1;2;E01004765;10;43
2.02E+12;2020;10275665;534095;195228;-0.063556;51.63988;1;3;2;1;24/10/2020;7;20:55:00;32;E09000010;E09000010;3;10;3;40;5;4;5;0;0;0;4;2;2;0;0;1;1;2;E01001401;10;43
2.02E+12;2020;10275696;525654;183373;-0.18971;51.535288;1;3;1;2;24/10/2020;7;20:58:00;2;E09000007;E09000007;3;5;2;30;3;4;5;0;0;0;4;2;2;0;0;1;1;2;E01000930;10;43
2.02E+12;2020;10275743;532399;166476;-0.098838;51.3819;1;3;2;1;24/10/2020;7;21:00:00;20;E09000008;E09000008;3;2220;6;30;5;2;3;212;0;5;4;9;1;0;0;1;1;2;E01001048;10;43
2.02E+12;2020;10275690;529843;181007;-0.130219;51.513078;1;3;3;1;24/10/2020;7;21:03:00;1;E09000033;E09000033;6;0;2;20;6;4;6;0;0;0;4;2;2;0;0;1;1;2;E01004763;10;43
2.02E+12;2020;10275691;526592;178103;-0.178085;51.487717;1;3;2;1;24/10/2020;7;21:30:00;12;E09000020;E09000020;6;0;6;30;6;4;3;308;0;0;4;2;2;0;0;1;1;2;E01002911;10;43
2.02E+12;2020;10276198;530429;173130;-0.124684;51.442154;1;3;2;1;24/10/2020;7;21:30:00;9;E09000022;E09000022;3;23;6;30;99;9;6;0;9;5;4;2;2;9;0;1;3;2;E01003137;10;43
2.02E+12;2020;10291973;528538;173362;-0.151794;51.444671;1;3;2;1;24/10/2020;7;21:45:00;10;E09000032;E09000032;3;24;3;30;3;4;6;0;9;9;4;2;2;0;0;1;3;2;E01004474;10;43
2.02E+12;2020;10276101;527200;169534;-0.172409;51.410569;1;3;1;3;24/10/2020;7;21:50:00;22;E09000024;E09000024;5;0;6;20;3;4;3;236;9;5;7;2;2;0;0;1;3;2;E01003407;10;43
2.02E+12;2020;10275694;541218;183966;0.034785;51.53694;1;3;2;1;24/10/2020;7;21:51:00;17;E09000025;E09000025;4;167;6;30;0;-1;0;-1;0;0;4;2;2;0;0;1;1;2;E01003566;10;43
2.02E+12;2020;10275710;526039;163945;-0.191076;51.360599;1;2;1;1;24/10/2020;7;22:15:00;21;E09000029;E09000029;3;232;2;30;3;4;6;0;0;0;4;2;2;0;0;1;1;2;E01004142;11;43
2.02E+12;2020;10275541;545977;187265;0.104721;51.565373;1;3;2;1;24/10/2020;7;22:25:00;14;E09000026;E09000026;3;118;6;30;0;-1;0;-1;0;0;5;4;1;0;0;1;1;2;E01003767;11;43
2.02E+12;2020;11002058;533681;180283;-0.075217;51.505677;1;2;2;1;24/10/2020;7;22:55:00;-1;E09000030;E09000030;3;100;6;20;0;-1;0;-1;0;0;4;2;2;0;0;2;1;2;E01004293;11;43
2.02E+12;2020;10276019;532034;183017;-0.09791;51.530634;1;3;2;1;24/10/2020;7;23:30:00;3;E09000019;E09000019;6;0;9;20;0;-1;0;-1;0;9;4;1;1;0;0;1;3;2;E01002803;11;43
2.02E+12;2020;10275913;527030;170794;-0.174401;51.421931;1;3;2;1;25/10/2020;1;01:05:00;22;E09000024;E09000024;6;0;6;20;9;9;3;24;9;0;7;2;2;0;0;1;3;2;E01003370;0;43
2.02E+12;2020;10275715;507481;180963;-0.452353;51.517375;1;3;1;1;25/10/2020;1;02:07:00;26;E09000017;E09000017;3;408;1;50;1;4;4;465;0;0;4;1;2;0;0;1;1;2;E01002549;1;43
2.02E+12;2020;10275717;531037;188147;-0.110365;51.576967;1;3;4;1;25/10/2020;1;04:45:00;31;E09000014;E09000014;6;0;6;20;3;4;6;0;0;0;4;2;2;0;0;1;1;2;E01002061;2;43
2.02E+12;2020;10275757;554657;186937;0.229709;51.560115;1;3;2;2;25/10/2020;1;08:10:00;15;E09000016;E09000016;3;124;6;30;6;2;5;0;0;0;1;2;2;0;0;1;1;2;E01002362;4;43
2.02E+12;2020;10276054;529958;175640;-0.130536;51.464819;1;3;2;1;25/10/2020;1;08:25:00;9;E09000022;E09000022;3;3;6;20;6;2;6;0;9;5;1;2;2;9;9;1;3;2;E01003090;4;43
2.02E+12;2020;10275725;536275;170949;-0.041459;51.421179;1;3;2;1;25/10/2020;1;09:20:00;19;E09000006;E09000006;5;0;1;30;1;4;6;0;0;0;1;1;2;0;0;1;1;2;E01000804;4;43
2.02E+12;2020;10275761;536380;183587;-0.035073;51.534723;1;3;2;1;25/10/2020;1;09:50:00;5;E09000030;E09000030;4;118;6;20;0;-1;0;-1;0;0;1;2;2;0;0;1;1;2;E01004233;4;43
2.02E+12;2020;10275753;525581;191176;-0.187976;51.60543;1;3;1;1;25/10/2020;1;09:59:00;30;E09000003;E09000003;3;598;6;20;0;-1;0;-1;9;8;1;1;2;0;0;1;3;2;E01000296;4;43
2.02E+12;2020;10275853;530030;180358;-0.127765;51.507203;1;3;2;1;25/10/2020;1;10:00:00;1;E09000033;E09000033;3;3212;1;30;1;2;3;4;9;5;1;1;2;0;0;1;3;2;E01004736;5;43
2.02E+12;2020;10275777;545264;173664;0.088845;51.443345;1;3;2;1;25/10/2020;1;10:16:00;18;E09000004;E09000004;6;0;6;30;9;4;6;0;0;0;1;1;2;0;0;1;1;2;E01000344;5;43
2.02E+12;2020;10275736;544807;166548;0.07937;51.379521;1;3;2;1;25/10/2020;1;10:30:00;19;E09000006;E09000006;5;0;6;30;3;4;6;0;0;0;1;2;2;4;0;1;1;2;E01000754;5;43
2.02E+12;2020;10275756;523558;186049;-0.218976;51.5598;1;2;2;1;25/10/2020;1;11:00:00;28;E09000003;E09000003;3;5;6;30;3;4;6;0;0;0;1;8;2;0;0;1;1;2;E01000141;5;43
2.02E+12;2020;10275892;509224;187327;-0.425269;51.574241;1;3;2;2;25/10/2020;1;11:30:00;26;E09000017;E09000017;4;466;7;30;3;4;3;4180;1;1;1;2;2;0;0;1;3;2;E01002535;5;43
2.02E+12;2020;10275742;508529;179341;-0.437754;51.502596;1;3;1;1;25/10/2020;1;12:00:00;26;E09000017;E09000017;6;0;6;30;3;4;6;0;0;0;1;1;2;0;0;1;1;2;E01002487;6;43
2.02E+12;2020;10275746;542262;185580;0.050479;51.551181;1;3;2;1;25/10/2020;1;12:00:00;17;E09000025;E09000025;6;0;2;30;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01003591;6;43
2.02E+12;2020;10275772;541101;174344;0.029254;51.450507;1;3;2;2;25/10/2020;1;12:05:00;6;E09000011;E09000011;3;20;1;30;1;4;3;205;0;0;1;1;2;0;0;1;1;2;E01001659;6;43
2.02E+12;2020;10277127;536531;171804;-0.03745;51.428801;1;3;2;1;25/10/2020;1;12:05:00;7;E09000023;E09000023;3;212;9;20;9;2;3;2218;0;9;1;1;2;0;0;1;3;2;E01003193;6;43
2.02E+12;2020;10275752;530168;189647;-0.122343;51.590648;1;3;2;1;25/10/2020;1;12:15:00;31;E09000014;E09000014;6;0;6;20;3;4;6;0;9;9;1;1;1;0;0;1;3;2;E01002018;6;43
2.02E+12;2020;10275750;528769;184738;-0.144324;51.546854;1;2;2;1;25/10/2020;1;12:19:00;2;E09000007;E09000007;5;0;7;20;0;-1;0;-1;0;0;1;1;1;0;0;1;1;2;E01000927;6;43
2.02E+12;2020;10275774;518613;173333;-0.294549;51.446573;1;2;2;1;25/10/2020;1;12:30:00;24;E09000027;E09000027;6;0;6;20;0;-1;0;-1;0;0;1;4;2;0;0;2;1;2;E01003816;6;43
2.02E+12;2020;10275758;530692;181828;-0.117687;51.520261;1;3;1;1;25/10/2020;1;12:35:00;2;E09000007;E09000007;3;401;6;20;6;2;5;0;0;5;1;1;2;0;6;1;1;2;E01000914;6;43
2.02E+12;2020;10275860;542594;167583;0.048008;51.38938;1;3;2;1;25/10/2020;1;13:00:00;19;E09000006;E09000006;5;0;6;30;6;4;6;0;0;0;1;2;2;0;0;1;3;2;E01000662;6;43
2.02E+12;2020;10275874;539510;194735;0.014449;51.634133;1;3;2;1;25/10/2020;1;13:05:00;13;E09000031;E09000031;5;0;6;20;3;4;3;1069;9;1;1;1;2;0;0;2;3;2;E01004352;6;43
2.02E+12;2020;10275775;525967;181293;-0.185943;51.516525;1;2;1;2;25/10/2020;1;13:16:00;1;E09000033;E09000033;3;4206;6;20;3;2;6;0;0;5;1;2;2;0;0;1;1;2;E01004652;6;43
2.02E+12;2020;10275776;550208;189087;0.166496;51.580635;1;3;1;1;25/10/2020;1;13:20:00;15;E09000016;E09000016;5;0;3;30;0;-1;0;-1;0;0;1;1;2;0;0;1;1;2;E01002244;6;43
2.02E+12;2020;10275779;546789;177018;0.112164;51.47309;1;3;2;3;25/10/2020;1;13:20:00;18;E09000004;E09000004;3;209;1;30;1;4;5;0;0;0;1;9;1;0;0;1;1;2;E01000451;6;43
2.02E+12;2020;10275771;529214;180832;-0.139342;51.511649;1;3;2;1;25/10/2020;1;13:30:00;1;E09000033;E09000033;3;4201;3;30;3;2;5;0;0;4;1;1;2;0;0;1;1;2;E01033595;6;43
2.02E+12;2020;10281048;538573;192993;0.00023;51.618711;1;3;2;1;25/10/2020;1;14:30:00;13;E09000031;E09000031;4;160;6;30;1;2;3;1009;0;0;4;1;1;0;0;1;3;2;E01004413;7;43
2.02E+12;2020;10275789;552172;184250;0.192729;51.536648;1;3;2;1;25/10/2020;1;14:55:00;15;E09000016;E09000016;6;0;6;30;3;4;6;0;9;9;1;9;9;9;0;1;3;2;E01002372;7;43
2.02E+12;2020;10275802;528398;175739;-0.152945;51.466065;1;2;2;1;25/10/2020;1;15:23:00;10;E09000032;E09000032;3;3036;2;20;3;4;6;0;0;0;1;1;1;0;0;1;1;2;E01004591;7;43
2.02E+12;2020;10276513;537384;188974;-0.018504;51.582888;1;3;2;2;25/10/2020;1;15:30:00;13;E09000031;E09000031;3;112;6;20;0;-1;0;-1;9;5;1;1;1;0;0;1;3;2;E01004411;7;43
2.02E+12;2020;10275803;547540;167791;0.119128;51.389986;1;3;1;1;25/10/2020;1;15:35:00;19;E09000006;E09000006;6;0;6;30;9;4;6;0;0;0;1;1;1;0;0;1;1;2;E01000724;7;43
2.02E+12;2020;10275829;530263;172571;-0.127277;51.437168;1;3;2;1;25/10/2020;1;15:40:00;9;E09000022;E09000022;3;23;3;30;6;2;6;0;0;4;1;1;1;0;0;1;1;2;E01003153;7;43
2.02E+12;2020;10276560;528404;179728;-0.15141;51.501912;1;3;2;1;25/10/2020;1;16:00:00;1;E09000033;E09000033;3;302;1;30;1;2;3;4;0;7;4;1;1;0;0;1;1;2;E01004731;8;43
2.02E+12;2020;10275827;509791;187765;-0.416954;51.578067;1;1;1;2;25/10/2020;1;16:20:00;26;E09000017;E09000017;4;466;6;30;2;4;4;466;0;8;1;1;1;0;0;1;1;2;E01002435;8;43
2.02E+12;2020;10275809;534692;187016;-0.058085;51.565942;1;3;2;1;25/10/2020;1;16:48:00;4;E09000012;E09000012;6;0;6;20;0;-1;0;-1;0;0;7;9;1;0;0;1;1;2;E01001822;8;43
2.02E+12;2020;10275806;506531;191443;-0.462866;51.611751;1;3;2;1;25/10/2020;1;16:49:00;26;E09000017;E09000017;5;0;6;60;8;4;6;0;0;0;1;1;1;0;0;2;1;2;E01002440;8;43
2.02E+12;2020;10276049;558301;188300;0.282847;51.571351;1;3;2;1;25/10/2020;1;17:55:00;15;E09000016;E09000016;1;25;7;70;1;4;3;127;0;0;4;1;1;0;0;2;1;1;E01002252;8;43
2.02E+12;2020;10275814;539277;184973;0.007216;51.546472;1;3;1;1;25/10/2020;1;18:15:00;17;E09000025;E09000025;5;0;6;30;3;4;4;164;2;1;4;1;1;0;0;1;1;2;E01003549;9;43
2.02E+12;2020;10275819;531767;183665;-0.101515;51.53652;1;2;1;1;25/10/2020;1;18:15:00;3;E09000019;E09000019;3;104;6;20;3;2;6;0;0;4;4;1;1;0;0;1;1;2;E01002801;9;43
2.02E+12;2020;10276238;514791;175887;-0.348695;51.470315;1;3;2;1;25/10/2020;1;18:30:00;25;E09000018;E09000018;5;0;1;30;2;4;6;0;0;0;7;1;1;0;0;1;3;2;E01002643;9;43
2.02E+12;2020;10276635;531808;186483;-0.099869;51.561834;1;2;2;1;25/10/2020;1;18:43:00;3;E09000012;E09000012;3;1201;9;20;3;2;4;105;0;5;7;1;1;0;0;1;3;2;E01001718;9;43
2.02E+12;2020;10275823;524615;183275;-0.204717;51.534637;1;3;2;1;25/10/2020;1;18:50:00;28;E09000005;E09000005;4;451;6;30;6;2;4;451;0;5;4;1;1;0;0;1;1;2;E01000583;9;43
2.02E+12;2020;10275828;537853;182646;-0.014217;51.52591;1;3;2;1;25/10/2020;1;18:50:00;5;E09000030;E09000030;6;0;6;20;0;-1;0;-1;0;0;4;9;1;0;0;1;1;2;E01004238;9;43
2.02E+12;2020;10275826;519334;192800;-0.277587;51.621382;1;3;3;2;25/10/2020;1;19:00:00;30;E09000003;E09000003;3;41;3;40;6;2;5;0;0;0;4;1;1;0;0;1;1;2;E01000191;9;43
2.02E+12;2020;10275846;506025;180559;-0.47345;51.514018;1;3;2;1;25/10/2020;1;19:50:00;26;E09000017;E09000017;5;0;9;20;0;-1;0;-1;0;5;7;1;1;0;0;1;3;2;E01002554;9;43
2.02E+12;2020;10275962;537217;173435;-0.026957;51.443292;1;3;2;1;25/10/2020;1;19:50:00;7;E09000023;E09000023;3;205;6;30;99;9;3;212;0;9;7;4;1;4;9;1;3;2;E01003317;9;43
2.02E+12;2020;10275833;533554;192403;-0.072447;51.614622;1;3;5;1;25/10/2020;1;20:20:00;32;E09000010;E09000010;3;406;3;40;0;-1;0;-1;0;0;4;1;1;0;0;1;1;2;E01032574;10;43
2.02E+12;2020;10275837;547759;186613;0.130138;51.559051;1;3;2;4;25/10/2020;1;20:21:00;16;E09000002;E09000002;5;0;3;30;6;2;5;0;0;5;4;1;1;0;0;1;1;2;E01000098;10;43
2.02E+12;2020;10275705;526402;193604;-0.175252;51.627066;1;3;2;2;25/10/2020;1;20:30:00;30;E09000003;E09000003;3;1000;6;30;3;4;6;0;0;0;4;2;2;0;0;1;1;2;E01000284;10;43
2.02E+12;2020;10275836;542417;187440;0.053466;51.567855;1;2;1;1;25/10/2020;1;21:30:00;14;E09000026;E09000026;6;0;6;30;9;4;6;0;0;0;4;1;1;0;0;1;1;2;E01003693;10;43
2.02E+12;2020;10276300;523546;179808;-0.221337;51.503713;1;3;2;1;25/10/2020;1;22:15:00;11;E09000013;E09000013;3;402;2;20;0;-1;0;-1;9;9;7;9;2;0;0;1;3;2;E01001857;11;43
2.02E+12;2020;10275967;526795;184698;-0.172791;51.546941;1;3;2;1;25/10/2020;1;22:25:00;2;E09000007;E09000007;5;0;2;20;3;4;5;0;9;9;4;1;1;9;9;1;3;2;E01000883;11;43
2.02E+12;2020;10294498;535550;198614;-0.041231;51.669958;1;3;2;2;25/10/2020;1;23:00:00;32;E09000010;E09000010;3;1010;6;30;99;9;6;0;0;1;7;1;1;0;0;1;3;2;E01001547;11;43
2.02E+12;2020;10275857;536276;182418;-0.037024;51.524244;1;2;1;1;26/10/2020;2;01:30:00;5;E09000030;E09000030;3;11;6;30;9;4;6;0;0;0;4;1;1;0;0;1;1;2;E01004270;0;43
2.02E+12;2020;10276382;526524;178030;-0.17909;51.487076;1;3;2;1;26/10/2020;2;03:01:00;12;E09000020;E09000020;3;308;3;20;6;2;5;0;0;1;1;1;1;0;0;1;3;2;E01002911;1;43
2.02E+12;2020;10275859;541660;168990;0.035154;51.402257;1;2;2;1;26/10/2020;2;03:38:00;19;E09000006;E09000006;6;0;6;30;6;4;6;0;0;0;4;1;2;0;0;1;1;2;E01000648;1;43
